,location,date,total_vaccinations_no_boosters,total_vaccinations_no_boosters_per_hundred,total_boosters,total_boosters_per_hundred
7590,China,2021-08-21,1935869000.0,134.04,0.0,0.0
7591,China,2021-08-22,1946954000.0,134.81,0.0,0.0
7592,China,2021-08-23,1961893000.0,135.84,0.0,0.0
7593,China,2021-08-24,1975738000.0,136.8,0.0,0.0
7594,China,2021-08-25,1988433000.0,137.68,0.0,0.0
7595,China,2021-08-26,2003914000.0,138.75,0.0,0.0
7596,China,2021-08-27,2019549000.0,139.84,0.0,0.0
7597,China,2021-08-28,2032934000.0,140.76,0.0,0.0
7598,China,2021-08-29,2044625000.0,141.57,0.0,0.0
7599,China,2021-08-30,2055966000.0,142.36,0.0,0.0
7600,China,2021-08-31,2067589000.0,143.16,0.0,0.0
7601,China,2021-09-01,2076428000.0,143.78,0.0,0.0
7602,China,2021-09-02,2084650000.0,144.34,0.0,0.0
7603,China,2021-09-03,2092174000.0,144.87,0.0,0.0
7604,China,2021-09-04,2100387000.0,145.43,0.0,0.0
7605,China,2021-09-05,2107445000.0,145.92,0.0,0.0
7606,China,2021-09-06,2113083000.0,146.31,0.0,0.0
7607,China,2021-09-07,2119025000.0,146.72,0.0,0.0
7608,China,2021-09-08,2124582000.0,147.11,0.0,0.0
7609,China,2021-09-09,2129833000.0,147.47,0.0,0.0
7610,China,2021-09-10,2135240000.0,147.85,0.0,0.0
7611,China,2021-09-11,2142580000.0,148.36,0.0,0.0
7612,China,2021-09-12,2148120000.0,148.74,0.0,0.0
7613,China,2021-09-13,2152520000.0,149.04,0.0,0.0
7614,China,2021-09-14,2156938000.0,149.35,0.0,0.0
7615,China,2021-09-15,2161428000.0,149.66,0.0,0.0
7616,China,2021-09-16,2165679000.0,149.96,0.0,0.0
7617,China,2021-09-17,2170017000.0,150.26,0.0,0.0
7618,China,2021-09-18,2174043000.0,150.53,0.0,0.0
7619,China,2021-09-19,2177638000.0,150.78,0.0,0.0
7620,China,2021-09-20,2180986000.0,151.02,0.0,0.0
7621,China,2021-09-21,2182604000.0,151.13,0.0,0.0
7622,China,2021-09-22,2186583000.0,151.4,0.0,0.0
7623,China,2021-09-23,2190792000.0,151.69,0.0,0.0
7624,China,2021-09-24,2194467000.0,151.95,0.0,0.0
7625,China,2021-09-25,2197689000.0,152.17,0.0,0.0
7626,China,2021-09-26,2200202000.0,152.35,0.0,0.0
7627,China,2021-09-27,2203185000.0,152.55,0.0,0.0
7628,China,2021-09-28,2206054000.0,152.75,0.0,0.0
7629,China,2021-09-29,2208921000.0,152.95,0.0,0.0
7630,China,2021-09-30,2211452000.0,153.12,0.0,0.0
7631,China,2021-10-01,2212206000.0,153.18,0.0,0.0
7632,China,2021-10-02,2212961000.0,153.23,0.0,0.0
7633,China,2021-10-03,2213691000.0,153.28,0.0,0.0
7634,China,2021-10-04,2214564000.0,153.34,0.0,0.0
7635,China,2021-10-05,2215428000.0,153.4,0.0,0.0
7636,China,2021-10-06,2216382000.0,153.47,0.0,0.0
7637,China,2021-10-07,2217563000.0,153.55,0.0,0.0
7638,China,2021-10-08,2218826000.0,153.64,0.0,0.0
7639,China,2021-10-09,2220128000.0,153.73,0.0,0.0
7640,China,2021-10-10,2221245000.0,153.8,0.0,0.0
7641,China,2021-10-11,2222666000.0,153.9,0.0,0.0
7642,China,2021-10-12,2224081000.0,154.0,0.0,0.0
7643,China,2021-10-13,2225504000.0,154.1,0.0,0.0
7644,China,2021-10-14,2227334000.0,154.22,0.0,0.0
7645,China,2021-10-15,2229212000.0,154.35,0.0,0.0
7646,China,2021-10-16,2230567000.0,154.45,0.0,0.0
7647,China,2021-10-17,2232088000.0,154.55,0.0,0.0
7648,China,2021-10-18,2234096000.0,154.69,0.0,0.0
7649,China,2021-10-19,2236226000.0,154.84,0.0,0.0
7650,China,2021-10-20,2238325000.0,154.99,0.0,0.0
7651,China,2021-10-21,2240550000.0,155.14,0.0,0.0
7652,China,2021-10-22,2243018000.0,155.31,0.0,0.0
7653,China,2021-10-23,2244727000.0,155.43,0.0,0.0
7654,China,2021-10-24,2246217000.0,155.53,0.0,0.0
7655,China,2021-10-25,2248688000.0,155.7,0.0,0.0
7656,China,2021-10-26,2251339000.0,155.89,0.0,0.0
7657,China,2021-10-27,2254252000.0,156.09,0.0,0.0
7658,China,2021-10-28,2257584000.0,156.32,0.0,0.0
7659,China,2021-10-29,2262226000.0,156.64,0.0,0.0
7660,China,2021-10-30,2268362000.0,157.07,0.0,0.0
7661,China,2021-10-31,2274072000.0,157.46,0.0,0.0
7662,China,2021-11-01,2279422000.0,157.83,0.0,0.0
7663,China,2021-11-02,2285954000.0,158.28,0.0,0.0
7664,China,2021-11-03,2293820000.0,158.83,0.0,0.0
7665,China,2021-11-04,2302679000.0,159.44,0.0,0.0
7666,China,2021-11-05,2273653000.0,157.43,37973000.0,2.63
7667,China,2021-11-12,2323273000.0,160.87,49440000.0,3.42
7668,China,2021-11-19,2357178000.0,163.22,65730000.0,4.55
7669,China,2021-12-03,2436487000.0,168.71,96312000.0,6.67
7670,China,2021-12-10,2471299000.0,171.12,120580000.0,8.35
7671,China,2022-01-06,2548993000.0,176.5,331000000.0,22.92
7672,Colombia,2021-02-17,18.0,0.0,0.0,0.0
7673,Colombia,2021-02-18,9935.0,0.02,0.0,0.0
7674,Colombia,2021-02-19,21307.0,0.04,0.0,0.0
7675,Colombia,2021-02-20,33140.0,0.06,0.0,0.0
7676,Colombia,2021-02-21,39827.0,0.08,0.0,0.0
7677,Colombia,2021-02-22,45166.0,0.09,0.0,0.0
7678,Colombia,2021-02-23,48150.0,0.09,0.0,0.0
7679,Colombia,2021-02-24,50524.0,0.1,0.0,0.0
7680,Colombia,2021-02-25,66157.0,0.13,0.0,0.0
7681,Colombia,2021-02-26,81333.0,0.16,0.0,0.0
7682,Colombia,2021-02-27,114042.0,0.22,0.0,0.0
7683,Colombia,2021-02-28,130578.0,0.25,0.0,0.0
7684,Colombia,2021-03-01,149133.0,0.29,0.0,0.0
7685,Colombia,2021-03-02,169619.0,0.33,0.0,0.0
7686,Colombia,2021-03-03,191480.0,0.37,0.0,0.0
7687,Colombia,2021-03-04,206475.0,0.4,0.0,0.0
7688,Colombia,2021-03-05,239851.0,0.47,0.0,0.0
7689,Colombia,2021-03-06,270411.0,0.53,0.0,0.0
7690,Colombia,2021-03-07,299400.0,0.58,0.0,0.0
7691,Colombia,2021-03-08,316079.0,0.62,0.0,0.0
7692,Colombia,2021-03-09,403095.0,0.79,0.0,0.0
7693,Colombia,2021-03-10,480250.0,0.94,0.0,0.0
7694,Colombia,2021-03-11,589208.0,1.15,0.0,0.0
7695,Colombia,2021-03-12,693490.0,1.35,0.0,0.0
7696,Colombia,2021-03-13,782301.0,1.53,0.0,0.0
7697,Colombia,2021-03-14,843204.0,1.64,0.0,0.0
7698,Colombia,2021-03-15,913961.0,1.78,0.0,0.0
7699,Colombia,2021-03-16,976137.0,1.9,0.0,0.0
7700,Colombia,2021-03-17,1024358.0,2.0,0.0,0.0
7701,Colombia,2021-03-18,1076496.0,2.1,0.0,0.0
7702,Colombia,2021-03-19,1131999.0,2.21,0.0,0.0
7703,Colombia,2021-03-20,1182098.0,2.31,0.0,0.0
7704,Colombia,2021-03-21,1215008.0,2.37,0.0,0.0
7705,Colombia,2021-03-22,1238259.0,2.42,0.0,0.0
7706,Colombia,2021-03-23,1299809.0,2.54,0.0,0.0
7707,Colombia,2021-03-24,1385503.0,2.7,0.0,0.0
7708,Colombia,2021-03-25,1476364.0,2.88,0.0,0.0
7709,Colombia,2021-03-26,1596288.0,3.11,0.0,0.0
7710,Colombia,2021-03-27,1726924.0,3.37,0.0,0.0
7711,Colombia,2021-03-28,1818861.0,3.55,0.0,0.0
7712,Colombia,2021-03-29,1965054.0,3.83,0.0,0.0
7713,Colombia,2021-03-30,2121530.0,4.14,0.0,0.0
7714,Colombia,2021-03-31,2243392.0,4.38,0.0,0.0
7715,Colombia,2021-04-01,2300890.0,4.49,0.0,0.0
7716,Colombia,2021-04-02,2336144.0,4.56,0.0,0.0
7717,Colombia,2021-04-03,2381049.0,4.64,0.0,0.0
7718,Colombia,2021-04-04,2408085.0,4.7,0.0,0.0
7719,Colombia,2021-04-05,2479671.0,4.84,0.0,0.0
7720,Colombia,2021-04-07,2691513.0,5.25,0.0,0.0
7721,Colombia,2021-04-08,2812828.0,5.49,0.0,0.0
7722,Colombia,2021-04-09,2946222.0,5.75,0.0,0.0
7723,Colombia,2021-04-10,3041349.0,5.93,0.0,0.0
7724,Colombia,2021-04-12,3173583.0,6.19,0.0,0.0
7725,Colombia,2021-04-13,3350226.0,6.54,0.0,0.0
7726,Colombia,2021-04-14,3455084.0,6.74,0.0,0.0
7727,Colombia,2021-04-16,3590096.0,7.0,0.0,0.0
7728,Colombia,2021-04-17,3707216.0,7.23,0.0,0.0
7729,Colombia,2021-04-18,3769499.0,7.35,0.0,0.0
7730,Colombia,2021-04-19,3867076.0,7.54,0.0,0.0
7731,Colombia,2021-04-20,3979575.0,7.76,0.0,0.0
7732,Colombia,2021-04-21,4131008.0,8.06,0.0,0.0
7733,Colombia,2021-04-22,4224659.0,8.24,0.0,0.0
7734,Colombia,2021-04-23,4318314.0,8.42,0.0,0.0
7735,Colombia,2021-04-24,4400615.0,8.58,0.0,0.0
7736,Colombia,2021-04-25,4451266.0,8.68,0.0,0.0
7737,Colombia,2021-04-27,4625373.0,9.02,0.0,0.0
7738,Colombia,2021-04-28,4714640.0,9.2,0.0,0.0
7739,Colombia,2021-04-29,4824078.0,9.41,0.0,0.0
7740,Colombia,2021-04-30,4986471.0,9.73,0.0,0.0
7741,Colombia,2021-05-01,5112694.0,9.97,0.0,0.0
7742,Colombia,2021-05-02,5220330.0,10.18,0.0,0.0
7743,Colombia,2021-05-07,6096661.0,11.89,0.0,0.0
7744,Colombia,2021-05-10,6478808.0,12.64,0.0,0.0
7745,Colombia,2021-05-11,6673552.0,13.02,0.0,0.0
7746,Colombia,2021-05-12,6851163.0,13.36,0.0,0.0
7747,Colombia,2021-05-13,7044644.0,13.74,0.0,0.0
7748,Colombia,2021-05-15,7374433.0,14.38,0.0,0.0
7749,Colombia,2021-05-16,7459332.0,14.55,0.0,0.0
7750,Colombia,2021-05-17,7537763.0,14.7,0.0,0.0
7751,Colombia,2021-05-18,7718287.0,15.06,0.0,0.0
7752,Colombia,2021-05-19,7862802.0,15.34,0.0,0.0
7753,Colombia,2021-05-20,8008919.0,15.62,0.0,0.0
7754,Colombia,2021-05-22,8235482.0,16.06,0.0,0.0
7755,Colombia,2021-05-23,8304265.0,16.2,0.0,0.0
7756,Colombia,2021-05-24,8425588.0,16.44,0.0,0.0
7757,Colombia,2021-05-25,8613236.0,16.8,0.0,0.0
7758,Colombia,2021-05-26,8842360.0,17.25,0.0,0.0
7759,Colombia,2021-05-29,9661266.0,18.85,0.0,0.0
7760,Colombia,2021-05-30,9825772.0,19.17,0.0,0.0
7761,Colombia,2021-05-31,10092122.0,19.69,0.0,0.0
7762,Colombia,2021-06-01,10382967.0,20.25,0.0,0.0
7763,Colombia,2021-06-02,10697683.0,20.87,0.0,0.0
7764,Colombia,2021-06-03,10979983.0,21.42,0.0,0.0
7765,Colombia,2021-06-04,11244592.0,21.93,0.0,0.0
7766,Colombia,2021-06-05,11485904.0,22.4,0.0,0.0
7767,Colombia,2021-06-06,11615265.0,22.66,0.0,0.0
7768,Colombia,2021-06-07,11733523.0,22.89,0.0,0.0
7769,Colombia,2021-06-08,11977805.0,23.36,0.0,0.0
7770,Colombia,2021-06-09,12206104.0,23.81,0.0,0.0
7771,Colombia,2021-06-11,12711342.0,24.79,0.0,0.0
7772,Colombia,2021-06-12,12917941.0,25.2,0.0,0.0
7773,Colombia,2021-06-13,13024786.0,25.41,0.0,0.0
7774,Colombia,2021-06-14,13167044.0,25.68,0.0,0.0
7775,Colombia,2021-06-17,14062307.0,27.43,0.0,0.0
7776,Colombia,2021-06-19,14727526.0,28.73,0.0,0.0
7777,Colombia,2021-06-20,14953869.0,29.17,0.0,0.0
7778,Colombia,2021-06-21,15298930.0,29.84,0.0,0.0
7779,Colombia,2021-06-22,15682435.0,30.59,0.0,0.0
7780,Colombia,2021-06-23,16038817.0,31.29,0.0,0.0
7781,Colombia,2021-06-24,16365857.0,31.92,0.0,0.0
7782,Colombia,2021-06-25,16693732.0,32.56,0.0,0.0
7783,Colombia,2021-06-26,17024426.0,33.21,0.0,0.0
7784,Colombia,2021-06-27,17227818.0,33.6,0.0,0.0
7785,Colombia,2021-06-28,17570929.0,34.27,0.0,0.0
7786,Colombia,2021-06-29,17941952.0,35.0,0.0,0.0
7787,Colombia,2021-06-30,18281743.0,35.66,0.0,0.0
7788,Colombia,2021-07-01,18578199.0,36.24,0.0,0.0
7789,Colombia,2021-07-02,18857607.0,36.78,0.0,0.0
7790,Colombia,2021-07-03,19115730.0,37.29,0.0,0.0
7791,Colombia,2021-07-04,19264851.0,37.58,0.0,0.0
7792,Colombia,2021-07-05,19436143.0,37.91,0.0,0.0
7793,Colombia,2021-07-07,20198661.0,39.4,0.0,0.0
7794,Colombia,2021-07-10,20605186.0,40.19,0.0,0.0
7795,Colombia,2021-07-11,21641395.0,42.21,0.0,0.0
7796,Colombia,2021-07-12,21911121.0,42.74,0.0,0.0
7797,Colombia,2021-07-14,22624568.0,44.13,0.0,0.0
7798,Colombia,2021-07-15,22942717.0,44.75,0.0,0.0
7799,Colombia,2021-07-17,23486275.0,45.81,0.0,0.0
7800,Colombia,2021-07-18,23631963.0,46.1,0.0,0.0
7801,Colombia,2021-07-19,23832572.0,46.49,0.0,0.0
7802,Colombia,2021-07-20,24000509.0,46.82,0.0,0.0
7803,Colombia,2021-07-22,24535783.0,47.86,0.0,0.0
7804,Colombia,2021-07-23,24826407.0,48.43,0.0,0.0
7805,Colombia,2021-07-25,25352932.0,49.45,0.0,0.0
7806,Colombia,2021-07-26,25641086.0,50.02,0.0,0.0
7807,Colombia,2021-07-28,26186714.0,51.08,0.0,0.0
7808,Colombia,2021-07-29,26515327.0,51.72,0.0,0.0
7809,Colombia,2021-07-31,27524377.0,53.69,0.0,0.0
7810,Colombia,2021-08-01,27751197.0,54.13,0.0,0.0
7811,Colombia,2021-08-02,28152320.0,54.91,0.0,0.0
7812,Colombia,2021-08-03,28608522.0,55.8,0.0,0.0
7813,Colombia,2021-08-04,29013935.0,56.6,0.0,0.0
7814,Colombia,2021-08-05,29416582.0,57.38,0.0,0.0
7815,Colombia,2021-08-07,30244618.0,59.0,0.0,0.0
7816,Colombia,2021-08-08,30379000.0,59.26,0.0,0.0
7817,Colombia,2021-08-09,30639657.0,59.77,0.0,0.0
7818,Colombia,2021-08-10,30883739.0,60.24,0.0,0.0
7819,Colombia,2021-08-11,31149291.0,60.76,0.0,0.0
7820,Colombia,2021-08-12,31376085.0,61.2,0.0,0.0
7821,Colombia,2021-08-13,31553173.0,61.55,0.0,0.0
7822,Colombia,2021-08-14,31769498.0,61.97,0.0,0.0
7823,Colombia,2021-08-15,31865446.0,62.16,0.0,0.0
7824,Colombia,2021-08-17,32192874.0,62.8,0.0,0.0
7825,Colombia,2021-08-18,32463196.0,63.32,0.0,0.0
7826,Colombia,2021-08-19,32741710.0,63.87,0.0,0.0
7827,Colombia,2021-08-20,33005580.0,64.38,0.0,0.0
7828,Colombia,2021-08-21,33255471.0,64.87,0.0,0.0
7829,Colombia,2021-08-22,33405365.0,65.16,0.0,0.0
7830,Colombia,2021-08-23,33696899.0,65.73,0.0,0.0
7831,Colombia,2021-08-24,33963461.0,66.25,0.0,0.0
7832,Colombia,2021-08-25,34247170.0,66.8,0.0,0.0
7833,Colombia,2021-08-27,34805950.0,67.89,0.0,0.0
7834,Colombia,2021-08-28,35071950.0,68.41,0.0,0.0
7835,Colombia,2021-08-29,35172185.0,68.61,0.0,0.0
7836,Colombia,2021-08-30,35355619.0,68.97,0.0,0.0
7837,Colombia,2021-08-31,35546165.0,69.34,0.0,0.0
7838,Colombia,2021-09-02,35750492.0,69.74,0.0,0.0
7839,Colombia,2021-09-03,36090729.0,70.4,0.0,0.0
7840,Colombia,2021-09-04,36235580.0,70.68,0.0,0.0
7841,Colombia,2021-09-09,37034145.0,72.24,0.0,0.0
7842,Colombia,2021-09-10,37346540.0,72.85,0.0,0.0
7843,Colombia,2021-09-12,37444197.0,73.04,0.0,0.0
7844,Colombia,2021-09-13,37627506.0,73.4,0.0,0.0
7845,Colombia,2021-09-14,37830713.0,73.79,0.0,0.0
7846,Colombia,2021-09-15,38002826.0,74.13,0.0,0.0
7847,Colombia,2021-09-17,38331643.0,74.77,0.0,0.0
7848,Colombia,2021-09-18,38442061.0,74.99,0.0,0.0
7849,Colombia,2021-09-19,38516606.0,75.13,0.0,0.0
7850,Colombia,2021-09-20,38683134.0,75.46,0.0,0.0
7851,Colombia,2021-09-22,39057913.0,76.19,0.0,0.0
7852,Colombia,2021-09-23,39270198.0,76.6,0.0,0.0
7853,Colombia,2021-09-25,39610550.0,77.26,0.0,0.0
7854,Colombia,2021-09-26,39913294.0,77.86,0.0,0.0
7855,Colombia,2021-09-27,40168278.0,78.35,0.0,0.0
7856,Colombia,2021-09-29,40404815.0,78.81,0.0,0.0
7857,Colombia,2021-10-01,41097797.0,80.17,0.0,0.0
7858,Colombia,2021-10-04,41524918.0,81.0,0.0,0.0
7859,Colombia,2021-10-06,42039612.0,82.0,0.0,0.0
7860,Colombia,2021-10-07,42349272.0,82.61,0.0,0.0
7861,Colombia,2021-10-08,42634897.0,83.16,0.0,0.0
7862,Colombia,2021-10-09,42885532.0,83.65,0.0,0.0
7863,Colombia,2021-10-10,43007509.0,83.89,0.0,0.0
7864,Colombia,2021-10-11,43315450.0,84.49,0.0,0.0
7865,Colombia,2021-10-12,43608145.0,85.06,0.0,0.0
7866,Colombia,2021-10-13,43881718.0,85.6,0.0,0.0
7867,Colombia,2021-10-14,44137117.0,86.09,0.0,0.0
7868,Colombia,2021-10-15,44350661.0,86.51,0.0,0.0
7869,Colombia,2021-10-17,44660557.0,87.12,0.0,0.0
7870,Colombia,2021-10-18,44731300.0,87.25,0.0,0.0
7871,Colombia,2021-10-22,45687674.0,89.12,0.0,0.0
7872,Colombia,2021-10-23,45879607.0,89.49,0.0,0.0
7873,Colombia,2021-10-24,46007541.0,89.74,0.0,0.0
7874,Colombia,2021-10-25,46222565.0,90.16,0.0,0.0
7875,Colombia,2021-10-26,46454693.0,90.62,0.0,0.0
7876,Colombia,2021-10-27,46698321.0,91.09,0.0,0.0
7877,Colombia,2021-10-28,46928624.0,91.54,0.0,0.0
7878,Colombia,2021-10-30,47286478.0,92.24,0.0,0.0
7879,Colombia,2021-10-31,47404063.0,92.47,0.0,0.0
7880,Colombia,2021-11-02,47766011.0,93.17,0.0,0.0
7881,Colombia,2021-11-03,48061615.0,93.75,0.0,0.0
7882,Colombia,2021-11-04,48398765.0,94.41,0.0,0.0
7883,Colombia,2021-11-06,49123580.0,95.82,0.0,0.0
7884,Colombia,2021-11-07,49342027.0,96.25,0.0,0.0
7885,Colombia,2021-11-08,49708227.0,96.96,0.0,0.0
7886,Colombia,2021-11-10,50537341.0,98.58,0.0,0.0
7887,Colombia,2021-11-11,50914404.0,99.31,0.0,0.0
7888,Colombia,2021-11-12,51316129.0,100.1,0.0,0.0
7889,Colombia,2021-11-14,51821798.0,101.08,0.0,0.0
7890,Colombia,2021-11-15,51955048.0,101.34,0.0,0.0
7891,Colombia,2021-11-16,52322683.0,102.06,0.0,0.0
7892,Colombia,2021-11-17,52756342.0,102.91,0.0,0.0
7893,Colombia,2021-11-18,53179680.0,103.73,0.0,0.0
7894,Colombia,2021-11-19,53606557.0,104.57,0.0,0.0
7895,Colombia,2021-11-20,53986327.0,105.31,0.0,0.0
7896,Colombia,2021-11-21,54179166.0,105.68,0.0,0.0
7897,Colombia,2021-11-22,54578363.0,106.46,0.0,0.0
7898,Colombia,2021-11-23,54982453.0,107.25,0.0,0.0
7899,Colombia,2021-11-24,55391614.0,108.05,0.0,0.0
7900,Colombia,2021-11-26,56199245.0,109.62,0.0,0.0
7901,Colombia,2021-11-27,56518538.0,110.25,0.0,0.0
7902,Colombia,2021-11-28,56705122.0,110.61,0.0,0.0
7903,Colombia,2021-11-29,57087983.0,111.36,0.0,0.0
7904,Colombia,2021-11-30,57521265.0,112.2,0.0,0.0
7905,Colombia,2021-12-01,58251973.0,113.63,0.0,0.0
7906,Colombia,2021-12-03,58590490.0,114.29,0.0,0.0
7907,Colombia,2021-12-05,59045186.0,115.17,0.0,0.0
7908,Colombia,2021-12-06,59350713.0,115.77,0.0,0.0
7909,Colombia,2021-12-07,59615178.0,116.29,0.0,0.0
7910,Colombia,2021-12-09,60040692.0,117.12,0.0,0.0
7911,Colombia,2021-12-10,60385993.0,117.79,0.0,0.0
7912,Colombia,2021-12-11,60630010.0,118.27,0.0,0.0
7913,Colombia,2021-12-12,60782329.0,118.56,0.0,0.0
7914,Colombia,2021-12-13,61087947.0,119.16,0.0,0.0
7915,Colombia,2021-12-14,61405812.0,119.78,0.0,0.0
7916,Colombia,2021-12-15,61722515.0,120.4,0.0,0.0
7917,Colombia,2021-12-17,62316814.0,121.56,0.0,0.0
7918,Colombia,2021-12-18,59846257.0,116.74,2677561.0,5.22
7919,Colombia,2021-12-19,59935906.0,116.91000000000001,2701928.0,5.27
7920,Colombia,2021-12-22,60547649.0,118.1,2906051.0,5.67
7921,Colombia,2021-12-24,60720681.0,118.44999999999999,2985834.0,5.82
7922,Colombia,2021-12-26,60753041.0,118.51,3000665.0,5.85
7923,Colombia,2021-12-27,60910611.0,118.80999999999999,3081896.0,6.01
7924,Colombia,2021-12-29,61209032.0,119.4,3240030.0,6.32
7925,Colombia,2021-12-30,61329566.0,119.63,3305086.0,6.45
7926,Colombia,2021-12-31,61365657.0,119.7,3324832.0,6.49
7927,Colombia,2022-01-02,61395788.0,119.76,3342734.0,6.52
7928,Colombia,2022-01-03,61556641.0,120.07000000000001,3429374.0,6.69
7929,Colombia,2022-01-04,61748656.0,120.44999999999999,3522444.0,6.87
7930,Colombia,2022-01-05,61950652.0,120.84,3612619.0,7.05
7931,Colombia,2022-01-06,62185299.0,121.3,3710208.0,7.24
7932,Colombia,2022-01-08,62554452.0,122.02,3872825.0,7.55
7933,Colombia,2022-01-09,62633554.0,122.18,3912713.0,7.63
7934,Colombia,2022-01-10,62700769.0,122.3,3945749.0,7.7
7935,Colombia,2022-01-11,62905147.0,122.71,4030813.0,7.86
7936,Colombia,2022-01-12,63124251.0,123.13,4145562.0,8.09
7937,Colombia,2022-01-13,63332014.0,123.54000000000002,4265089.0,8.32
7938,Colombia,2022-01-14,63521462.0,123.91000000000001,4382955.0,8.55
7939,Colombia,2022-01-15,63670284.0,124.19999999999999,4485722.0,8.75
7940,Colombia,2022-01-17,64058976.0,124.95000000000002,4537214.0,8.85
7941,Colombia,2022-01-18,64127107.0,125.09000000000002,4753812.0,9.27
7942,Colombia,2022-01-19,64327474.0,125.47999999999999,4849402.0,9.46
7943,Colombia,2022-01-21,64751208.0,126.3,5038247.0,9.83
7944,Colombia,2022-01-23,64970668.0,126.73,5134877.0,10.02
7945,Colombia,2022-01-24,65154353.0,127.08999999999999,5196394.0,10.14
7946,Colombia,2022-01-25,65332606.0,127.44000000000001,5263357.0,10.27
7947,Colombia,2022-01-27,65669491.0,128.1,5421202.0,10.57
7948,Colombia,2022-01-28,65822378.0,128.39000000000001,5498539.0,10.73
7949,Colombia,2022-01-29,66010886.0,128.76,5586501.0,10.9
7950,Colombia,2022-01-30,66073422.0,128.88000000000002,5626752.0,10.98
7951,Comoros,2021-04-21,13440.0,1.51,0.0,0.0
7952,Comoros,2021-05-12,43728.0,4.92,0.0,0.0
7953,Comoros,2021-05-18,44975.0,5.06,0.0,0.0
7954,Comoros,2021-05-21,58440.0,6.58,0.0,0.0
7955,Comoros,2021-05-26,80023.0,9.01,0.0,0.0
7956,Comoros,2021-05-31,83907.0,9.44,0.0,0.0
7957,Comoros,2021-06-08,84360.0,9.5,0.0,0.0
7958,Comoros,2021-07-05,90880.0,10.23,0.0,0.0
7959,Comoros,2021-07-24,125960.0,14.18,0.0,0.0
7960,Comoros,2021-08-03,162450.0,18.28,0.0,0.0
7961,Comoros,2021-08-09,188875.0,21.26,0.0,0.0
7962,Comoros,2021-08-16,216123.0,24.33,0.0,0.0
7963,Comoros,2021-08-20,239158.0,26.92,0.0,0.0
7964,Comoros,2021-08-27,277419.0,31.22,0.0,0.0
7965,Comoros,2021-09-09,334369.0,37.63,0.0,0.0
7966,Comoros,2021-09-22,336863.0,37.92,0.0,0.0
7967,Comoros,2021-09-29,352635.0,39.69,0.0,0.0
7968,Comoros,2021-10-09,360675.0,40.6,0.0,0.0
7969,Comoros,2021-10-13,375241.0,42.24,0.0,0.0
7970,Comoros,2021-10-19,407792.0,45.9,0.0,0.0
7971,Comoros,2021-11-03,452612.0,50.94,0.0,0.0
7972,Comoros,2021-11-14,476350.0,53.62,0.0,0.0
7973,Comoros,2021-11-28,523256.0,58.89,0.0,0.0
7974,Comoros,2021-12-10,527119.0,59.33,0.0,0.0
7975,Comoros,2021-12-31,581547.0,65.46,0.0,0.0
7976,Comoros,2022-01-27,598000.0,67.31,0.0,0.0
7977,Congo,2021-04-14,14297.0,0.25,0.0,0.0
7978,Congo,2021-05-12,38151.0,0.67,0.0,0.0
7979,Congo,2021-05-18,38268.0,0.68,0.0,0.0
7980,Congo,2021-06-08,55445.0,0.98,0.0,0.0
7981,Congo,2021-06-10,57613.0,1.02,0.0,0.0
7982,Congo,2021-06-14,60745.0,1.07,0.0,0.0
7983,Congo,2021-06-15,62231.0,1.1,0.0,0.0
7984,Congo,2021-06-20,67511.0,1.19,0.0,0.0
7985,Congo,2021-06-23,102642.0,1.81,0.0,0.0
7986,Congo,2021-06-30,116110.0,2.05,0.0,0.0
7987,Congo,2021-07-15,163742.0,2.89,0.0,0.0
7988,Congo,2021-07-29,198698.0,3.51,0.0,0.0
7989,Congo,2021-08-12,255988.0,4.53,0.0,0.0
7990,Congo,2021-08-19,273790.0,4.84,0.0,0.0
7991,Congo,2021-08-25,290287.0,5.13,0.0,0.0
7992,Congo,2021-09-09,309575.0,5.47,0.0,0.0
7993,Congo,2021-09-15,319231.0,5.64,0.0,0.0
7994,Congo,2021-09-22,329905.0,5.83,0.0,0.0
7995,Congo,2021-09-30,346613.0,6.13,0.0,0.0
7996,Congo,2021-10-07,372046.0,6.58,0.0,0.0
7997,Congo,2021-10-14,398685.0,7.05,0.0,0.0
7998,Congo,2021-10-21,410016.0,7.25,0.0,0.0
7999,Congo,2021-11-04,509251.0,9.0,0.0,0.0
8000,Congo,2021-11-10,549254.0,9.71,0.0,0.0
8001,Congo,2021-11-18,591722.0,10.46,0.0,0.0
8002,Congo,2021-11-24,625579.0,11.06,0.0,0.0
8003,Congo,2021-12-02,651411.0,11.52,0.0,0.0
8004,Congo,2021-12-09,686096.0,12.13,0.0,0.0
8005,Congo,2021-12-28,758891.0,13.42,0.0,0.0
8006,Cook Islands,2021-05-25,4363.0,24.83,0.0,0.0
8007,Cook Islands,2021-06-01,8291.0,47.18,0.0,0.0
8008,Cook Islands,2021-06-08,9564.0,54.43,0.0,0.0
8009,Cook Islands,2021-06-15,12254.0,69.74,0.0,0.0
8010,Cook Islands,2021-06-21,17556.0,99.91,0.0,0.0
8011,Cook Islands,2021-06-29,18942.0,107.8,0.0,0.0
8012,Cook Islands,2021-07-20,20509.0,116.71,0.0,0.0
8013,Cook Islands,2021-08-31,22444.0,127.73,0.0,0.0
8014,Cook Islands,2021-10-05,22536.0,128.25,0.0,0.0
8015,Cook Islands,2021-10-18,23489.0,133.67,0.0,0.0
