,location,date,excess_mortality,excess_mortality_cumulative,excess_mortality_cumulative_absolute,excess_mortality_cumulative_per_million,excess_mortality_count_week,excess_mortality_count_week_pm,cumulative_estimated_daily_excess_deaths,cumulative_estimated_daily_excess_deaths_ci_95_top,cumulative_estimated_daily_excess_deaths_ci_95_bot,cumulative_estimated_daily_excess_deaths_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_bot_per_100k
14163,Lithuania,2020-09-20,11.32,4.58,1263.8,469.838229619215,73.3,27.2504686114009,,,,,,
14164,Lithuania,2020-09-21,,,,,,,1896.3433520587,1896.3433520587,1896.3433520587,70.4996521032939,70.4996521032939,70.4996521032939
14165,Lithuania,2020-09-27,17.28,4.88,1379.3,512.777235412077,115.5,42.9390057928622,,,,,,
14166,Lithuania,2020-09-28,,,,,,,1959.32228464294,1959.32228464294,1959.32228464294,72.8409964765084,72.8409964765084,72.8409964765084
14167,Lithuania,2020-10-04,8.0,4.95,1434.4,533.261557656118,55.1,20.4843222440408,,,,,,
14168,Lithuania,2020-10-05,,,,,,,2063.70121722717,2063.70121722717,2063.70121722717,76.7214532651554,76.7214532651554,76.7214532651554
14169,Lithuania,2020-10-11,14.02,5.16,1530.9,569.137004054483,96.5,35.8754463983654,,,,,,
14170,Lithuania,2020-10-12,,,,,,,2177.68014981141,2177.68014981141,2177.68014981141,80.9588056863664,80.9588056863664,80.9588056863664
14171,Lithuania,2020-10-18,14.54,5.39,1637.0,608.581406778489,106.1,39.4444027240059,,,,,,
14172,Lithuania,2020-10-19,,,,,,,2306.85908239564,2306.85908239564,2306.85908239564,85.7612428591371,85.7612428591371,85.7612428591371
14173,Lithuania,2020-10-25,16.76,5.65,1758.3,653.676657018092,121.3,45.0952502396034,,,,,,
14174,Lithuania,2020-10-26,,,,,,,2462.63801497988,2462.63801497988,2462.63801497988,91.5525783471375,91.5525783471375,91.5525783471375
14175,Lithuania,2020-11-01,20.98,5.99,1906.2,708.660890409991,147.9,54.9842333918989,,,,,,
14176,Lithuania,2020-11-02,,,,,,,2655.61694756411,2655.61694756411,2655.61694756411,98.7268844113235,98.7268844113235,98.7268844113235
