,location,date,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million
12355,Ireland,2021-12-05,110.0,22.075,503.0,100.945,33.0,6.647,476.0,95.479
12356,Ireland,2021-12-06,110.0,22.075,536.0,107.568,,,,
12357,Ireland,2021-12-07,117.0,23.48,505.0,101.347,,,,
12358,Ireland,2021-12-08,118.0,23.681,543.0,108.973,,,,
12359,Ireland,2021-12-09,115.0,23.079,530.0,106.364,,,,
12360,Ireland,2021-12-10,110.0,22.075,511.0,102.551,,,,
12361,Ireland,2021-12-11,111.0,22.276,481.0,96.53,,,,
12362,Ireland,2021-12-12,109.0,21.875,504.0,101.146,37.0,7.453,438.0,87.825
12363,Ireland,2021-12-13,108.0,21.674,518.0,103.955,,,,
12364,Ireland,2021-12-14,109.0,21.875,493.0,98.938,,,,
12365,Ireland,2021-12-15,105.0,21.072,470.0,94.323,,,,
12366,Ireland,2021-12-16,108.0,21.674,443.0,88.904,,,,
12367,Ireland,2021-12-17,105.0,21.072,420.0,84.288,,,,
12368,Ireland,2021-12-18,107.0,21.473,410.0,82.281,,,,
12369,Ireland,2021-12-19,107.0,21.473,436.0,87.499,34.0,6.849,332.0,66.674
12370,Ireland,2021-12-20,104.0,20.871,467.0,93.72,,,,
12371,Ireland,2021-12-21,102.0,20.47,443.0,88.904,,,,
12372,Ireland,2021-12-22,100.0,20.069,429.0,86.094,,,,
12373,Ireland,2021-12-23,98.0,19.667,390.0,78.268,,,,
12374,Ireland,2021-12-24,89.0,17.861,393.0,78.87,,,,
12375,Ireland,2021-12-25,87.0,17.46,378.0,75.859,,,,
12376,Ireland,2021-12-26,91.0,18.262,426.0,85.492,36.0,7.252,429.0,86.012
12377,Ireland,2021-12-27,91.0,18.262,462.0,92.717,,,,
12378,Ireland,2021-12-28,92.0,18.463,521.0,104.558,,,,
12379,Ireland,2021-12-29,93.0,18.664,568.0,113.99,,,,
12380,Ireland,2021-12-30,88.0,17.66,619.0,124.225,,,,
12381,Ireland,2021-12-31,86.0,17.259,682.0,136.868,,,,
12382,Ireland,2022-01-01,85.0,17.058,656.0,131.65,,,,
12383,Ireland,2022-01-02,87.0,17.46,717.0,143.892,27.0,5.439,812.0,162.959
12384,Ireland,2022-01-03,93.0,18.664,804.0,161.352,,,,
12385,Ireland,2022-01-04,90.0,18.062,884.0,177.407,,,,
12386,Ireland,2022-01-05,94.0,18.865,928.0,186.237,,,,
12387,Ireland,2022-01-06,90.0,18.062,941.0,188.846,,,,
12388,Ireland,2022-01-07,84.0,16.858,936.0,187.842,,,,
12389,Ireland,2022-01-08,83.0,16.657,917.0,184.029,,,,
12390,Ireland,2022-01-09,83.0,16.657,984.0,197.475,38.0,7.654,1026.0,205.864
12391,Ireland,2022-01-10,89.0,17.861,1063.0,213.329,,,,
12392,Ireland,2022-01-11,92.0,18.463,1062.0,213.129,,,,
12393,Ireland,2022-01-12,92.0,18.463,1055.0,211.724,,,,
12394,Ireland,2022-01-13,92.0,18.463,1011.0,202.894,,,,
12395,Ireland,2022-01-14,83.0,16.657,1020.0,204.7,,,,
12396,Ireland,2022-01-15,89.0,17.861,940.0,188.645,,,,
12397,Ireland,2022-01-16,88.0,17.66,961.0,192.859,39.0,7.856,978.0,196.195
12398,Ireland,2022-01-17,97.0,19.467,1006.0,201.89,,,,
12399,Ireland,2022-01-18,93.0,18.664,979.0,196.472,,,,
12400,Ireland,2022-01-19,90.0,18.062,911.0,182.825,,,,
12401,Ireland,2022-01-20,90.0,18.062,896.0,179.815,,,,
12402,Ireland,2022-01-21,88.0,17.66,892.0,179.012,,,,
12403,Ireland,2022-01-22,78.0,15.654,836.0,167.774,,,,
12404,Ireland,2022-01-23,79.0,15.854,845.0,169.58,38.0,7.654,775.0,155.506
12405,Israel,2020-03-02,,,10.0,1.076,,,,
12406,Israel,2020-03-03,,,11.0,1.184,,,,
12407,Israel,2020-03-04,,,12.0,1.292,,,,
12408,Israel,2020-03-05,,,13.0,1.399,,,,
12409,Israel,2020-03-06,,,16.0,1.722,,,,
12410,Israel,2020-03-07,,,19.0,2.045,,,,
12411,Israel,2020-03-08,,,27.0,2.906,5.0,0.538,22.0,2.368
12412,Israel,2020-03-09,,,43.0,4.628,5.0,0.538,35.0,3.767
12413,Israel,2020-03-10,,,63.0,6.781,6.0,0.646,54.0,5.812
12414,Israel,2020-03-11,,,87.0,9.364,7.0,0.753,76.0,8.18
12415,Israel,2020-03-12,,,110.0,11.839,6.0,0.646,97.0,10.44
12416,Israel,2020-03-13,,,129.0,13.884,5.0,0.538,117.0,12.593
12417,Israel,2020-03-14,,,169.0,18.19,5.0,0.538,154.0,16.575
12418,Israel,2020-03-15,,,208.0,22.387,6.0,0.646,187.0,20.127
12419,Israel,2020-03-16,,,230.0,24.755,8.0,0.861,195.0,20.988
12420,Israel,2020-03-17,,,272.0,29.276,8.0,0.861,224.0,24.109
12421,Israel,2020-03-18,,,324.0,34.872,11.0,1.184,253.0,27.231
12422,Israel,2020-03-19,,,313.0,33.689,16.0,1.722,260.0,27.984
12423,Israel,2020-03-20,,,307.0,33.043,19.0,2.045,267.0,28.737
12424,Israel,2020-03-21,,,298.0,32.074,22.0,2.368,261.0,28.092
12425,Israel,2020-03-22,,,344.0,37.025,30.0,3.229,274.0,29.491
12426,Israel,2020-03-23,,,380.0,40.9,35.0,3.767,308.0,33.15
12427,Israel,2020-03-24,,,424.0,45.636,41.0,4.413,341.0,36.702
12428,Israel,2020-03-25,,,443.0,47.681,42.0,4.521,368.0,39.608
12429,Israel,2020-03-26,,,501.0,53.923,47.0,5.059,419.0,45.097
12430,Israel,2020-03-27,,,546.0,58.767,57.0,6.135,499.0,53.708
12431,Israel,2020-03-28,,,542.0,58.336,58.0,6.243,517.0,55.645
12432,Israel,2020-03-29,,,575.0,61.888,61.0,6.565,532.0,57.26
12433,Israel,2020-03-30,,,657.0,70.714,67.0,7.211,596.0,64.148
12434,Israel,2020-03-31,,,706.0,75.988,75.0,8.072,624.0,67.162
12435,Israel,2020-04-01,,,800.0,86.105,91.0,9.794,691.0,74.373
12436,Israel,2020-04-02,,,854.0,91.917,93.0,10.01,725.0,78.033
12437,Israel,2020-04-03,,,837.0,90.087,104.0,11.194,713.0,76.741
12438,Israel,2020-04-04,,,810.0,87.181,116.0,12.485,732.0,78.786
12439,Israel,2020-04-05,,,856.0,92.132,108.0,11.624,762.0,82.015
12440,Israel,2020-04-06,,,840.0,90.41,116.0,12.485,733.0,78.894
12441,Israel,2020-04-07,,,768.0,82.661,119.0,12.808,697.0,75.019
12442,Israel,2020-04-08,,,720.0,77.494,120.0,12.916,607.0,65.332
12443,Israel,2020-04-09,,,688.0,74.05,127.0,13.669,556.0,59.843
12444,Israel,2020-04-10,,,696.0,74.911,116.0,12.485,513.0,55.215
12445,Israel,2020-04-11,,,652.0,70.175,125.0,13.454,482.0,51.878
12446,Israel,2020-04-12,,,697.0,75.019,140.0,15.068,473.0,50.909
12447,Israel,2020-04-13,,,724.0,77.925,153.0,16.468,471.0,50.694
12448,Israel,2020-04-14,,,712.0,76.633,143.0,15.391,468.0,50.371
12449,Israel,2020-04-15,,,722.0,77.71,147.0,15.822,479.0,51.555
12450,Israel,2020-04-16,,,729.0,78.463,147.0,15.822,466.0,50.156
12451,Israel,2020-04-17,,,700.0,75.342,147.0,15.822,459.0,49.403
12452,Israel,2020-04-18,,,673.0,72.436,149.0,16.037,460.0,49.51
12453,Israel,2020-04-19,,,661.0,71.144,136.0,14.638,410.0,44.129
12454,Israel,2020-04-20,,,635.0,68.346,113.0,12.162,368.0,39.608
12455,Israel,2020-04-21,,,583.0,62.749,113.0,12.162,325.0,34.98
12456,Israel,2020-04-22,,,555.0,59.735,97.0,10.44,292.0,31.428
12457,Israel,2020-04-23,,,532.0,57.26,89.0,9.579,273.0,29.383
12458,Israel,2020-04-24,,,486.0,52.309,85.0,9.149,251.0,27.015
12459,Israel,2020-04-25,,,459.0,49.403,64.0,6.888,218.0,23.464
12460,Israel,2020-04-26,,,467.0,50.264,66.0,7.104,210.0,22.603
12461,Israel,2020-04-27,,,436.0,46.927,58.0,6.243,182.0,19.589
12462,Israel,2020-04-28,,,414.0,44.559,56.0,6.027,183.0,19.696
12463,Israel,2020-04-29,,,394.0,42.407,52.0,5.597,169.0,18.19
12464,Israel,2020-04-30,,,393.0,42.299,46.0,4.951,156.0,16.79
12465,Israel,2020-05-01,,,368.0,39.608,42.0,4.521,150.0,16.145
12466,Israel,2020-05-02,,,344.0,37.025,42.0,4.521,156.0,16.79
12467,Israel,2020-05-03,,,347.0,37.348,34.0,3.659,138.0,14.853
12468,Israel,2020-05-04,,,323.0,34.765,33.0,3.552,135.0,14.53
12469,Israel,2020-05-05,,,291.0,31.321,27.0,2.906,116.0,12.485
12470,Israel,2020-05-06,,,276.0,29.706,24.0,2.583,109.0,11.732
12471,Israel,2020-05-07,,,266.0,28.63,22.0,2.368,103.0,11.086
12472,Israel,2020-05-08,,,260.0,27.984,20.0,2.153,96.0,10.333
12473,Israel,2020-05-09,,,254.0,27.338,18.0,1.937,92.0,9.902
12474,Israel,2020-05-10,,,261.0,28.092,20.0,2.153,92.0,9.902
12475,Israel,2020-05-11,,,240.0,25.831,21.0,2.26,83.0,8.933
12476,Israel,2020-05-12,,,228.0,24.54,24.0,2.583,84.0,9.041
12477,Israel,2020-05-13,,,216.0,23.248,23.0,2.476,79.0,8.503
12478,Israel,2020-05-14,,,211.0,22.71,22.0,2.368,72.0,7.749
12479,Israel,2020-05-15,,,195.0,20.988,19.0,2.045,60.0,6.458
12480,Israel,2020-05-16,,,194.0,20.88,14.0,1.507,54.0,5.812
12481,Israel,2020-05-17,,,198.0,21.311,13.0,1.399,50.0,5.382
12482,Israel,2020-05-18,,,181.0,19.481,11.0,1.184,44.0,4.736
12483,Israel,2020-05-19,,,172.0,18.513,11.0,1.184,41.0,4.413
12484,Israel,2020-05-20,,,169.0,18.19,10.0,1.076,35.0,3.767
12485,Israel,2020-05-21,,,158.0,17.006,10.0,1.076,37.0,3.982
12486,Israel,2020-05-22,,,151.0,16.252,10.0,1.076,41.0,4.413
12487,Israel,2020-05-23,,,148.0,15.929,10.0,1.076,40.0,4.305
12488,Israel,2020-05-24,,,147.0,15.822,8.0,0.861,30.0,3.229
12489,Israel,2020-05-25,,,138.0,14.853,9.0,0.969,35.0,3.767
12490,Israel,2020-05-26,,,131.0,14.1,7.0,0.753,31.0,3.337
12491,Israel,2020-05-27,,,129.0,13.884,11.0,1.184,33.0,3.552
12492,Israel,2020-05-28,,,128.0,13.777,9.0,0.969,32.0,3.444
12493,Israel,2020-05-29,,,125.0,13.454,13.0,1.399,32.0,3.444
12494,Israel,2020-05-30,,,130.0,13.992,13.0,1.399,34.0,3.659
12495,Israel,2020-05-31,,,134.0,14.423,15.0,1.614,39.0,4.198
12496,Israel,2020-06-01,,,138.0,14.853,14.0,1.507,43.0,4.628
12497,Israel,2020-06-02,,,129.0,13.884,15.0,1.614,53.0,5.704
12498,Israel,2020-06-03,,,127.0,13.669,11.0,1.184,55.0,5.92
12499,Israel,2020-06-04,,,134.0,14.423,15.0,1.614,59.0,6.35
12500,Israel,2020-06-05,,,127.0,13.669,11.0,1.184,62.0,6.673
12501,Israel,2020-06-06,,,125.0,13.454,16.0,1.722,66.0,7.104
12502,Israel,2020-06-07,,,131.0,14.1,18.0,1.937,73.0,7.857
12503,Israel,2020-06-08,,,142.0,15.284,19.0,2.045,77.0,8.288
12504,Israel,2020-06-09,,,137.0,14.745,20.0,2.153,74.0,7.965
12505,Israel,2020-06-10,,,146.0,15.714,21.0,2.26,91.0,9.794
12506,Israel,2020-06-11,,,142.0,15.284,23.0,2.476,93.0,10.01
12507,Israel,2020-06-12,,,144.0,15.499,26.0,2.798,98.0,10.548
12508,Israel,2020-06-13,,,142.0,15.284,23.0,2.476,100.0,10.763
12509,Israel,2020-06-14,,,153.0,16.468,19.0,2.045,103.0,11.086
12510,Israel,2020-06-15,,,163.0,17.544,24.0,2.583,110.0,11.839
12511,Israel,2020-06-16,,,160.0,17.221,25.0,2.691,121.0,13.023
12512,Israel,2020-06-17,,,165.0,17.759,26.0,2.798,119.0,12.808
12513,Israel,2020-06-18,,,193.0,20.773,26.0,2.798,143.0,15.391
12514,Israel,2020-06-19,,,200.0,21.526,29.0,3.121,159.0,17.113
12515,Israel,2020-06-20,,,221.0,23.786,31.0,3.337,180.0,19.374
12516,Israel,2020-06-21,,,253.0,27.231,39.0,4.198,203.0,21.849
12517,Israel,2020-06-22,,,241.0,25.939,37.0,3.982,203.0,21.849
12518,Israel,2020-06-23,,,228.0,24.54,37.0,3.982,203.0,21.849
12519,Israel,2020-06-24,,,233.0,25.078,40.0,4.305,214.0,23.033
12520,Israel,2020-06-25,,,228.0,24.54,39.0,4.198,203.0,21.849
12521,Israel,2020-06-26,,,247.0,26.585,41.0,4.413,220.0,23.679
12522,Israel,2020-06-27,,,251.0,27.015,38.0,4.09,214.0,23.033
12523,Israel,2020-06-28,,,278.0,29.921,33.0,3.552,223.0,24.002
12524,Israel,2020-06-29,,,282.0,30.352,35.0,3.767,246.0,26.477
12525,Israel,2020-06-30,,,300.0,32.289,47.0,5.059,277.0,29.814
12526,Israel,2020-07-01,,,341.0,36.702,51.0,5.489,325.0,34.98
12527,Israel,2020-07-02,,,351.0,37.778,69.0,7.427,363.0,39.07
12528,Israel,2020-07-03,,,365.0,39.285,74.0,7.965,373.0,40.146
12529,Israel,2020-07-04,,,380.0,40.9,84.0,9.041,408.0,43.913
12530,Israel,2020-07-05,,,432.0,46.497,96.0,10.333,442.0,47.573
12531,Israel,2020-07-06,,,460.0,49.51,97.0,10.44,477.0,51.34
12532,Israel,2020-07-07,,,480.0,51.663,103.0,11.086,529.0,56.937
12533,Israel,2020-07-08,,,504.0,54.246,120.0,12.916,538.0,57.905
12534,Israel,2020-07-09,,,560.0,60.273,131.0,14.1,594.0,63.933
12535,Israel,2020-07-10,,,570.0,61.35,132.0,14.207,625.0,67.269
12536,Israel,2020-07-11,,,575.0,61.888,140.0,15.068,655.0,70.498
12537,Israel,2020-07-12,,,651.0,70.068,158.0,17.006,698.0,75.126
12538,Israel,2020-07-13,,,664.0,71.467,201.0,21.634,737.0,79.324
12539,Israel,2020-07-14,,,655.0,70.498,214.0,23.033,741.0,79.755
12540,Israel,2020-07-15,,,692.0,74.481,235.0,25.293,759.0,81.692
12541,Israel,2020-07-16,,,705.0,75.88,237.0,25.509,775.0,83.414
12542,Israel,2020-07-17,,,721.0,77.602,250.0,26.908,827.0,89.011
12543,Israel,2020-07-18,,,723.0,77.817,263.0,28.307,836.0,89.98
12544,Israel,2020-07-19,,,840.0,90.41,305.0,32.827,868.0,93.424
12545,Israel,2020-07-20,,,843.0,90.733,295.0,31.751,893.0,96.115
12546,Israel,2020-07-21,,,822.0,88.473,300.0,32.289,913.0,98.267
12547,Israel,2020-07-22,,,815.0,87.719,314.0,33.796,940.0,101.173
12548,Israel,2020-07-23,,,843.0,90.733,343.0,36.917,931.0,100.204
12549,Israel,2020-07-24,,,828.0,89.119,360.0,38.747,896.0,96.437
12550,Israel,2020-07-25,,,830.0,89.334,356.0,38.317,886.0,95.361
12551,Israel,2020-07-26,,,907.0,97.621,324.0,34.872,855.0,92.025
12552,Israel,2020-07-27,,,928.0,99.882,337.0,36.272,850.0,91.486
12553,Israel,2020-07-28,,,917.0,98.698,350.0,37.671,847.0,91.163
12554,Israel,2020-07-29,,,916.0,98.59,347.0,37.348,834.0,89.764
12555,Israel,2020-07-30,,,885.0,95.253,321.0,34.55,801.0,86.212
12556,Israel,2020-07-31,,,882.0,94.931,308.0,33.15,815.0,87.719
12557,Israel,2020-08-01,,,888.0,95.576,333.0,35.841,832.0,89.549
12558,Israel,2020-08-02,,,962.0,103.541,345.0,37.133,847.0,91.163
12559,Israel,2020-08-03,,,953.0,102.572,335.0,36.056,817.0,87.935
12560,Israel,2020-08-04,,,913.0,98.267,344.0,37.025,803.0,86.428
12561,Israel,2020-08-05,,,919.0,98.913,326.0,35.088,821.0,88.365
12562,Israel,2020-08-06,,,911.0,98.052,334.0,35.949,838.0,90.195
12563,Israel,2020-08-07,,,906.0,97.514,350.0,37.671,840.0,90.41
12564,Israel,2020-08-08,,,922.0,99.236,349.0,37.563,832.0,89.549
12565,Israel,2020-08-09,,,1018.0,109.568,344.0,37.025,838.0,90.195
12566,Israel,2020-08-10,,,960.0,103.326,351.0,37.778,832.0,89.549
12567,Israel,2020-08-11,,,930.0,100.097,333.0,35.841,825.0,88.796
12568,Israel,2020-08-12,,,904.0,97.298,339.0,36.487,794.0,85.459
12569,Israel,2020-08-13,,,913.0,98.267,353.0,37.994,827.0,89.011
12570,Israel,2020-08-14,,,909.0,97.837,351.0,37.778,824.0,88.688
12571,Israel,2020-08-15,,,937.0,100.85,346.0,37.24,844.0,90.841
12572,Israel,2020-08-16,,,1014.0,109.138,347.0,37.348,834.0,89.764
12573,Israel,2020-08-17,,,965.0,103.864,358.0,38.532,836.0,89.98
12574,Israel,2020-08-18,,,979.0,105.371,378.0,40.685,874.0,94.07
12575,Israel,2020-08-19,,,952.0,102.465,374.0,40.254,876.0,94.285
12576,Israel,2020-08-20,,,948.0,102.034,374.0,40.254,847.0,91.163
12577,Israel,2020-08-21,,,948.0,102.034,378.0,40.685,859.0,92.455
12578,Israel,2020-08-22,,,953.0,102.572,370.0,39.823,838.0,90.195
12579,Israel,2020-08-23,,,1043.0,112.259,380.0,40.9,834.0,89.764
12580,Israel,2020-08-24,,,1048.0,112.797,389.0,41.868,857.0,92.24
12581,Israel,2020-08-25,,,1024.0,110.214,384.0,41.33,832.0,89.549
12582,Israel,2020-08-26,,,1039.0,111.829,394.0,42.407,885.0,95.253
12583,Israel,2020-08-27,,,1036.0,111.506,397.0,42.73,907.0,97.621
12584,Israel,2020-08-28,,,1000.0,107.631,404.0,43.483,884.0,95.146
12585,Israel,2020-08-29,,,985.0,106.017,410.0,44.129,885.0,95.253
12586,Israel,2020-08-30,,,1106.0,119.04,415.0,44.667,923.0,99.343
12587,Israel,2020-08-31,,,1119.0,120.439,409.0,44.021,950.0,102.249
12588,Israel,2020-09-01,125.0,13.454,1058.0,113.874,400.0,43.052,959.0,103.218
12589,Israel,2020-09-02,125.0,13.454,1033.0,111.183,414.0,44.559,920.0,99.021
12590,Israel,2020-09-03,118.0,12.7,1046.0,112.582,393.0,42.299,926.0,99.666
12591,Israel,2020-09-04,123.0,13.239,1021.0,109.891,401.0,43.16,950.0,102.249
12592,Israel,2020-09-05,133.0,14.315,1039.0,111.829,422.0,45.42,973.0,104.725
12593,Israel,2020-09-06,137.0,14.745,1154.0,124.206,435.0,46.82,981.0,105.586
12594,Israel,2020-09-07,138.0,14.853,1153.0,124.099,434.0,46.712,992.0,106.77
12595,Israel,2020-09-08,145.0,15.607,1172.0,126.144,448.0,48.219,1034.0,111.29
12596,Israel,2020-09-09,151.0,16.252,1187.0,127.758,473.0,50.909,1086.0,116.887
12597,Israel,2020-09-10,153.0,16.468,1214.0,130.664,505.0,54.354,1120.0,120.547
12598,Israel,2020-09-11,142.0,15.284,1218.0,131.095,500.0,53.816,1142.0,122.915
12599,Israel,2020-09-12,139.0,14.961,1219.0,131.202,512.0,55.107,1168.0,125.713
12600,Israel,2020-09-13,152.0,16.36,1344.0,144.656,512.0,55.107,1198.0,128.942
12601,Israel,2020-09-14,146.0,15.714,1378.0,148.316,528.0,56.829,1245.0,134.001
12602,Israel,2020-09-15,144.0,15.499,1383.0,148.854,547.0,58.874,1275.0,137.23
12603,Israel,2020-09-16,143.0,15.391,1417.0,152.513,554.0,59.628,1307.0,140.674
12604,Israel,2020-09-17,166.0,17.867,1445.0,155.527,600.0,64.579,1351.0,145.41
12605,Israel,2020-09-18,156.0,16.79,1452.0,156.28,644.0,69.314,1398.0,150.468
12606,Israel,2020-09-19,164.0,17.651,1429.0,153.805,650.0,69.96,1409.0,151.652
12607,Israel,2020-09-20,169.0,18.19,1530.0,164.675,665.0,71.575,1421.0,152.944
12608,Israel,2020-09-21,176.0,18.943,1621.0,174.47,709.0,76.31,1431.0,154.02
12609,Israel,2020-09-22,183.0,19.696,1616.0,173.932,725.0,78.033,1478.0,159.079
12610,Israel,2020-09-23,169.0,18.19,1634.0,175.869,753.0,81.046,1512.0,162.738
12611,Israel,2020-09-24,201.0,21.634,1683.0,181.143,748.0,80.508,1551.0,166.936
12612,Israel,2020-09-25,208.0,22.387,1684.0,181.251,777.0,83.629,1588.0,170.918
12613,Israel,2020-09-26,222.0,23.894,1702.0,183.188,798.0,85.89,1645.0,177.053
12614,Israel,2020-09-27,228.0,24.54,1836.0,197.611,834.0,89.764,1705.0,183.511
12615,Israel,2020-09-28,222.0,23.894,1800.0,193.736,811.0,87.289,1662.0,178.883
12616,Israel,2020-09-29,248.0,26.692,1967.0,211.71,857.0,92.24,1699.0,182.865
12617,Israel,2020-09-30,251.0,27.015,1911.0,205.683,872.0,93.854,1723.0,185.448
12618,Israel,2020-10-01,240.0,25.831,1884.0,202.777,894.0,96.222,1727.0,185.879
12619,Israel,2020-10-02,251.0,27.015,1848.0,198.902,888.0,95.576,1715.0,184.587
12620,Israel,2020-10-03,260.0,27.984,1835.0,197.503,884.0,95.146,1687.0,181.574
12621,Israel,2020-10-04,264.0,28.415,1965.0,211.495,914.0,98.375,1669.0,179.636
12622,Israel,2020-10-05,270.0,29.06,1928.0,207.513,930.0,100.097,1708.0,183.834
12623,Israel,2020-10-06,276.0,29.706,1925.0,207.19,886.0,95.361,1644.0,176.945
12624,Israel,2020-10-07,281.0,30.244,1868.0,201.055,851.0,91.594,1594.0,171.564
12625,Israel,2020-10-08,282.0,30.352,1859.0,200.086,831.0,89.441,1515.0,163.061
12626,Israel,2020-10-09,270.0,29.06,1748.0,188.139,792.0,85.244,1476.0,158.863
12627,Israel,2020-10-10,276.0,29.706,1725.0,185.664,760.0,81.8,1438.0,154.773
12628,Israel,2020-10-11,275.0,29.599,1863.0,200.517,721.0,77.602,1424.0,153.267
12629,Israel,2020-10-12,274.0,29.491,1785.0,192.121,689.0,74.158,1393.0,149.93
12630,Israel,2020-10-13,285.0,30.675,1688.0,181.681,669.0,72.005,1309.0,140.889
12631,Israel,2020-10-14,267.0,28.737,1624.0,174.793,645.0,69.422,1243.0,133.785
12632,Israel,2020-10-15,268.0,28.845,1543.0,166.075,603.0,64.902,1204.0,129.588
12633,Israel,2020-10-16,264.0,28.415,1421.0,152.944,573.0,61.673,1124.0,120.977
12634,Israel,2020-10-17,256.0,27.554,1335.0,143.687,552.0,59.412,1046.0,112.582
12635,Israel,2020-10-18,243.0,26.154,1389.0,149.5,541.0,58.228,932.0,100.312
12636,Israel,2020-10-19,258.0,27.769,1332.0,143.365,529.0,56.937,870.0,93.639
12637,Israel,2020-10-20,265.0,28.522,1274.0,137.122,502.0,54.031,844.0,90.841
12638,Israel,2020-10-21,258.0,27.769,1232.0,132.601,475.0,51.125,787.0,84.706
12639,Israel,2020-10-22,245.0,26.37,1172.0,126.144,453.0,48.757,719.0,77.387
12640,Israel,2020-10-23,235.0,25.293,1113.0,119.793,434.0,46.712,696.0,74.911
12641,Israel,2020-10-24,232.0,24.97,1088.0,117.103,427.0,45.958,710.0,76.418
12642,Israel,2020-10-25,236.0,25.401,1110.0,119.47,360.0,38.747,658.0,70.821
12643,Israel,2020-10-26,227.0,24.432,1031.0,110.968,337.0,36.272,607.0,65.332
12644,Israel,2020-10-27,215.0,23.141,962.0,103.541,328.0,35.303,575.0,61.888
12645,Israel,2020-10-28,211.0,22.71,922.0,99.236,310.0,33.366,546.0,58.767
12646,Israel,2020-10-29,205.0,22.064,889.0,95.684,286.0,30.782,523.0,56.291
12647,Israel,2020-10-30,201.0,21.634,827.0,89.011,273.0,29.383,494.0,53.17
12648,Israel,2020-10-31,186.0,20.019,795.0,85.567,261.0,28.092,462.0,49.726
12649,Israel,2020-11-01,190.0,20.45,824.0,88.688,257.0,27.661,444.0,47.788
12650,Israel,2020-11-02,198.0,21.311,790.0,85.029,251.0,27.015,425.0,45.743
12651,Israel,2020-11-03,189.0,20.342,775.0,83.414,250.0,26.908,411.0,44.236
12652,Israel,2020-11-04,182.0,19.589,735.0,79.109,234.0,25.186,405.0,43.591
12653,Israel,2020-11-05,176.0,18.943,721.0,77.602,222.0,23.894,411.0,44.236
12654,Israel,2020-11-06,158.0,17.006,699.0,75.234,223.0,24.002,415.0,44.667
12655,Israel,2020-11-07,159.0,17.113,671.0,72.22,221.0,23.786,394.0,42.407
12656,Israel,2020-11-08,166.0,17.867,706.0,75.988,218.0,23.464,390.0,41.976
12657,Israel,2020-11-09,162.0,17.436,709.0,76.31,197.0,21.203,389.0,41.868
12658,Israel,2020-11-10,155.0,16.683,699.0,75.234,176.0,18.943,374.0,40.254
12659,Israel,2020-11-11,155.0,16.683,678.0,72.974,189.0,20.342,369.0,39.716
12660,Israel,2020-11-12,144.0,15.499,660.0,71.036,202.0,21.741,364.0,39.178
12661,Israel,2020-11-13,142.0,15.284,642.0,69.099,201.0,21.634,351.0,37.778
12662,Israel,2020-11-14,141.0,15.176,660.0,71.036,198.0,21.311,374.0,40.254
12663,Israel,2020-11-15,146.0,15.714,697.0,75.019,199.0,21.419,384.0,41.33
12664,Israel,2020-11-16,139.0,14.961,691.0,74.373,214.0,23.033,393.0,42.299
12665,Israel,2020-11-17,139.0,14.961,672.0,72.328,226.0,24.325,401.0,43.16
12666,Israel,2020-11-18,140.0,15.068,655.0,70.498,220.0,23.679,406.0,43.698
12667,Israel,2020-11-19,137.0,14.745,679.0,73.081,220.0,23.679,429.0,46.174
12668,Israel,2020-11-20,143.0,15.391,676.0,72.759,216.0,23.248,440.0,47.358
12669,Israel,2020-11-21,135.0,14.53,671.0,72.22,218.0,23.464,431.0,46.389
12670,Israel,2020-11-22,132.0,14.207,681.0,73.297,215.0,23.141,414.0,44.559
12671,Israel,2020-11-23,125.0,13.454,664.0,71.467,211.0,22.71,412.0,44.344
12672,Israel,2020-11-24,125.0,13.454,631.0,67.915,198.0,21.311,404.0,43.483
12673,Israel,2020-11-25,121.0,13.023,635.0,68.346,204.0,21.957,423.0,45.528
12674,Israel,2020-11-26,114.0,12.27,654.0,70.391,202.0,21.741,412.0,44.344
12675,Israel,2020-11-27,114.0,12.27,614.0,66.085,212.0,22.818,394.0,42.407
12676,Israel,2020-11-28,107.0,11.517,609.0,65.547,201.0,21.634,395.0,42.514
12677,Israel,2020-11-29,106.0,11.409,659.0,70.929,203.0,21.849,426.0,45.851
12678,Israel,2020-11-30,103.0,11.086,676.0,72.759,201.0,21.634,460.0,49.51
12679,Israel,2020-12-01,100.0,10.763,687.0,73.943,232.0,24.97,506.0,54.461
12680,Israel,2020-12-02,99.0,10.655,687.0,73.943,245.0,26.37,510.0,54.892
12681,Israel,2020-12-03,106.0,11.409,705.0,75.88,267.0,28.737,533.0,57.367
12682,Israel,2020-12-04,114.0,12.27,725.0,78.033,280.0,30.137,598.0,64.363
12683,Israel,2020-12-05,107.0,11.517,721.0,77.602,301.0,32.397,626.0,67.377
12684,Israel,2020-12-06,116.0,12.485,753.0,81.046,305.0,32.827,625.0,67.269
12685,Israel,2020-12-07,113.0,12.162,749.0,80.616,316.0,34.011,617.0,66.408
12686,Israel,2020-12-08,114.0,12.27,762.0,82.015,294.0,31.644,620.0,66.731
12687,Israel,2020-12-09,112.0,12.055,774.0,83.306,287.0,30.89,641.0,68.991
12688,Israel,2020-12-10,111.0,11.947,799.0,85.997,278.0,29.921,660.0,71.036
12689,Israel,2020-12-11,113.0,12.162,801.0,86.212,289.0,31.105,664.0,71.467
